date,metric,ETH,BTC,USDC
2018-06-29,price,432.5072204910,6182.2567479230,
2018-06-30,price,449.4300450720,6366.4994675110,
2018-07-01,price,447.6805505740,6312.8772431310,
2018-07-02,price,472.3116584380,6595.5473128080,
2018-07-03,price,459.6987235410,6497.6073549420,
2018-07-04,price,463.2222083050,6562.7217371210,
2018-07-05,price,466.8794801010,6537.7408716220,
2018-07-06,price,467.5901144930,6603.2947039650,
2018-07-07,price,481.5238235120,6759.8360891450,
2018-07-08,price,483.8040307750,6700.6354790520,
2018-07-09,price,469.7022293730,6648.2567959030,
2018-07-10,price,431.7644544630,6303.3806647290,
2018-07-11,price,443.0254304260,6373.2348046900,
2018-07-12,price,427.7922443640,6230.5901971050,
2018-07-13,price,431.2669397130,6248.3973130340,
2018-07-14,price,431.7845684180,6246.1374116260,
2018-07-15,price,446.6095208680,6349.6958367110,
2018-07-16,price,478.2085069610,6741.6919602850,
2018-07-17,price,497.1775460850,7303.3730597960,
2018-07-18,price,475.9901579080,7334.7713720760,
2018-07-19,price,464.7899426760,7442.8007387480,
2018-07-20,price,447.2032909320,7331.8715232390,
2018-07-21,price,458.0790283590,7379.1372718220,
2018-07-22,price,455.5332019330,7395.8664054400,
2018-07-23,price,447.9213791260,7704.9956789050,
2018-07-24,price,477.2092716800,8422.3739233510,
2018-07-25,price,468.7374923220,8144.5534820420,
2018-07-26,price,460.8693339260,7929.0792436030,
2018-07-27,price,467.9579265520,8145.3331681210,
2018-07-28,price,465.8991552660,8192.1357022370,
2018-07-29,price,466.4192291160,8197.5935758140,
2018-07-30,price,458.0809212100,8185.9211383020,
2018-07-31,price,432.3501179220,7738.2493045860,
2018-08-01,price,417.2754067660,7612.3007536830,
2018-08-02,price,410.9251331070,7540.6331506170,
2018-08-03,price,417.3553932280,7411.6663824840,
2018-08-04,price,406.8839911960,7009.0120117940,
2018-08-05,price,409.1649354050,7036.6093312730,
2018-08-06,price,404.8171978910,6926.1167787740,
2018-08-07,price,377.7509011480,6711.7324223590,
2018-08-08,price,353.6461229270,6259.5277096680,
2018-08-09,price,363.6851798620,6531.2497867370,
2018-08-10,price,332.4924331150,6166.5904175020,
2018-08-11,price,317.3144774290,6205.2184799450,
2018-08-12,price,317.9561130790,6318.4072217740,
2018-08-13,price,284.9586646580,6283.9962505820,
2018-08-14,price,277.7460166180,6212.2260400560,
2018-08-15,price,281.1411931360,6267.7687087740,
2018-08-16,price,286.3202214370,6309.3852262190,
2018-08-17,price,314.7932527270,6566.7151633770,
2018-08-18,price,293.1769917780,6382.0605914080,
2018-08-19,price,299.4351225630,6475.4940196670,
2018-08-20,price,271.0615521780,6242.8824384010,
2018-08-21,price,280.3747171450,6467.2717303100,
2018-08-22,price,269.2483994290,6336.6563271090,
2018-08-23,price,275.8083850700,6521.0657182690,
2018-08-24,price,281.7346420010,6684.3791442070,
2018-08-25,price,277.9667105700,6736.0360575160,
2018-08-26,price,273.5034141880,6728.2880026290,
2018-08-27,price,286.9611037600,6911.0960289500,
2018-08-28,price,296.2961276370,7075.9834051050,
2018-08-29,price,288.5053605720,7046.7489472810,
2018-08-30,price,285.1028726270,7024.1451071820,
2018-08-31,price,282.2231787020,7027.6312794020,
2018-09-01,price,295.6461617620,7211.2707678690,
2018-09-02,price,294.5856884800,7305.2728010040,
2018-09-03,price,288.8528256380,7260.8975166480,
2018-09-04,price,285.4857566470,7359.4629929230,
2018-09-05,price,232.5957687170,6764.9267737780,
2018-09-06,price,229.3749580490,6498.2796126100,
2018-09-07,price,215.4322374520,6397.8188702400,
2018-09-08,price,196.8653868520,6181.1944507520,
2018-09-09,price,195.8773383200,6260.7648060620,
2018-09-10,price,196.3615326710,6308.1354746170,
2018-09-11,price,184.0822318270,6278.9170696290,
2018-09-12,price,182.9455762530,6330.5742380230,
2018-09-13,price,211.8267274870,6486.4616303940,
2018-09-14,price,211.3835617200,6500.0122546170,
2018-09-15,price,223.0530823040,6530.2211462350,
2018-09-16,price,220.1415794350,6506.2484932170,
2018-09-17,price,196.5766097000,6250.1217273230,
2018-09-18,price,210.1506964750,6347.0692554520,
2018-09-19,price,209.1425267780,6383.7538411580,
2018-09-20,price,224.3809776730,6491.8852422770,
2018-09-21,price,247.4100178950,6753.8344721400,
2018-09-22,price,241.8437317590,6747.0321729600,
2018-09-23,price,244.7847954630,6711.0294518160,
2018-09-24,price,228.3409115090,6596.1873130460,
2018-09-25,price,219.5043437570,6441.3115445430,
2018-09-26,price,214.9793802540,6462.7956352920,
2018-09-27,price,229.2219592600,6704.7042457300,
2018-09-28,price,222.2292397620,6634.7659645730,
2018-09-29,price,231.7358732980,6606.0737954220,
2018-09-30,price,232.7813852460,6626.0379560980,
2018-10-01,price,231.1436846230,6598.8412597550,
2018-10-02,price,225.7948538290,6524.6076979150,
2018-10-03,price,220.4744602920,6499.2623791150,
2018-10-04,price,222.1958477910,6578.7018092850,
2018-10-05,price,228.0360702490,6621.1893639200,1.0015295220
2018-10-06,price,225.0688073180,6589.1246816790,1.0011765040
2018-10-07,price,225.6583486410,6584.8321530530,1.0019059110
2018-10-08,price,229.5246150260,6653.0894508300,1.0019831100
2018-10-09,price,227.9689077920,6633.7457299170,1.0005908750
2018-10-10,price,225.6620161770,6582.4550823870,0.9977933709
2018-10-11,price,192.0010841480,6234.3676414540,1.0076602940
2018-10-12,price,197.0680159470,6285.5929828000,1.0082623830
2018-10-13,price,201.0534996840,6314.8833844230,1.0137145810
2018-10-14,price,196.3186984120,6328.5547600340,1.0246151030
2018-10-15,price,212.2030694390,6659.8755084090,1.0378565120
2018-10-16,price,212.4442865470,6635.1256675170,1.0387851220
2018-10-17,price,211.0826930250,6635.7418324880,1.0334273840
2018-10-18,price,204.3130489290,6517.5110877110,1.0190652570
2018-10-19,price,203.9762625310,6483.8277694720,1.0155311570
2018-10-20,price,206.8820986620,6532.6787503840,1.0347452510
2018-10-21,price,206.3098267960,6529.6700213710,1.0283612630
2018-10-22,price,205.0377549090,6512.5890592990,1.0204771460
2018-10-23,price,204.0839455810,6472.7996606420,1.0068445530
2018-10-24,price,203.5221987740,6481.4435895580,1.0096900570
2018-10-25,price,202.3530227570,6458.1915218370,1.0093298970
2018-10-26,price,203.3849685650,6468.8264249660,1.0157784720
2018-10-27,price,203.1873963240,6457.0586351870,1.0056238690
2018-10-28,price,204.7223407020,6481.3231416680,1.0167747370
2018-10-29,price,195.7514045210,6292.6479239340,1.0041810980
2018-10-30,price,197.4484495850,6331.7818079100,1.0037392300
2018-10-31,price,198.6390488340,6366.7201095540,1.0019419360
2018-11-01,price,199.1226070210,6379.9729721680,1.0059756050
2018-11-02,price,202.2827571670,6425.4415830400,1.0096509550
2018-11-03,price,200.1362277630,6388.1897883070,1.0072336040
2018-11-04,price,206.8144296000,6351.0619410560,0.9903074053
2018-11-05,price,209.1088766200,6415.4434085410,1.0014061190
2018-11-06,price,219.1608870840,6474.8472903370,1.0045647070
2018-11-07,price,219.0157747510,6574.8011802900,1.0125163830
2018-11-08,price,213.4076343920,6490.4547307620,1.0068568020
2018-11-09,price,210.7906195980,6413.7820385720,1.0139763330
2018-11-10,price,212.9658278770,6429.8987920740,1.0117477640
2018-11-11,price,212.4733247440,6434.2845969260,1.0153749390
2018-11-12,price,211.6569092490,6411.3534362050,1.0168076000
2018-11-13,price,208.5822964740,6394.2892762640,1.0193995560
2018-11-14,price,184.0225593720,5788.6124940470,1.0434645780
2018-11-15,price,182.4482425950,5686.5411310580,1.0271398910
2018-11-16,price,176.0224056650,5609.9561823340,1.0176866360
2018-11-17,price,175.6674163560,5599.1915956890,1.0211776290
2018-11-18,price,177.7286896070,5638.8614814520,1.0143983560
2018-11-19,price,150.3911627660,4889.1978592390,1.0265780990
2018-11-20,price,131.4766797350,4450.7114544180,1.0226307060
2018-11-21,price,137.1730431930,4613.4484121840,1.0173723130
2018-11-22,price,126.0663876080,4307.3887317170,1.0352277220
2018-11-23,price,124.1502963540,4376.9049468020,1.0202056330
2018-11-24,price,114.2879312590,3895.8368129590,1.0238814410
2018-11-25,price,117.5252775060,4039.8365511370,1.0250351310
2018-11-26,price,109.4309885470,3811.9235292660,1.0247661500
2018-11-27,price,110.4349435890,3832.9245159010,1.0186082540
2018-11-28,price,122.4464249910,4267.2436289910,1.0063886610
2018-11-29,price,117.7053859040,4279.4755925490,1.0100192310
2018-11-30,price,113.4028831520,4009.6895798260,1.0144550250
2018-12-01,price,118.1007590370,4189.5738230000,1.0142599810
2018-12-02,price,115.9442827320,4124.5935486430,1.0131454710
2018-12-03,price,108.6768476240,3878.8392347830,1.0162045000
2018-12-04,price,109.8519150010,3943.6928120660,1.0125975610
2018-12-05,price,102.5110417590,3751.6919663960,1.0114107330
2018-12-06,price,91.1011584560,3466.7638637720,1.0039358590
2018-12-07,price,92.9679501720,3408.5236170430,1.0027462560
2018-12-08,price,90.6782560970,3424.7058606630,1.0101407130
2018-12-09,price,93.5301268220,3550.5464338970,1.0017554930
2018-12-10,price,89.8537173080,3433.8084404310,1.0028402760
2018-12-11,price,87.8504107040,3378.8087784130,1.0067356640
2018-12-12,price,89.3779016160,3438.1000735290,1.0106289960
2018-12-13,price,85.9587270640,3294.6361565450,1.0045646390
2018-12-14,price,83.7859623570,3216.6271499080,1.0090300660
2018-12-15,price,83.8335821320,3221.9762037130,1.0080981900
2018-12-16,price,84.4658463970,3217.0468349700,1.0055481780
2018-12-17,price,94.0730683830,3506.2170132790,1.0129560220
2018-12-18,price,100.0500253930,3655.7750457300,0.9953123215
2018-12-19,price,99.4915536580,3687.7505531930,1.0009932840
2018-12-20,price,114.4291837000,4065.0972380100,0.9990882424
2018-12-21,price,107.8531811050,3846.2274979890,1.0000686050
2018-12-22,price,115.0458218150,3960.5677734080,1.0016439070
2018-12-23,price,129.2065034140,3941.6177401580,0.9959120396
2018-12-24,price,138.9578183320,4021.9902553450,0.9983937046
2018-12-25,price,127.6370725230,3759.1784268970,0.9976611714
2018-12-26,price,129.5113739930,3781.6130815930,0.9915703765
2018-12-27,price,114.1013635510,3587.7038801390,1.0020975620
2018-12-28,price,134.0199395200,3854.4210969830,0.9922737806
2018-12-29,price,138.7542666120,3778.1939398900,0.9716883187
2018-12-30,price,137.6316929790,3809.7282286410,0.9966545155
2018-12-31,price,131.4587246560,3692.5315655250,0.9976894038
2019-01-01,price,138.1448022050,3794.2642537400,0.9951852648
2019-01-02,price,152.8604527130,3872.1721842230,0.9935909098
2019-01-03,price,146.7305994340,3776.5258076940,0.9968250513
2019-01-04,price,153.0565669310,3815.2680798830,0.9966481997
2019-01-05,price,153.6518714950,3787.3078571240,0.9967406691
2019-01-06,price,154.6993083990,4013.5200912970,0.9920898517
2019-01-07,price,149.8986976210,3989.6687175390,0.9940909910
2019-01-08,price,148.1478655310,3973.5912546160,0.9945165528
2019-01-09,price,148.7388798520,3982.2259127620,0.9943498370
2019-01-10,price,126.6247524980,3623.8477291060,0.9971620072
2019-01-11,price,124.6267970730,3632.8493064350,0.9990424135
2019-01-12,price,123.7593626100,3598.4363465620,0.9945723830
2019-01-13,price,114.7660458470,3495.8323113070,0.9963743576
2019-01-14,price,127.4052732910,3648.0482856560,0.9925473864
2019-01-15,price,119.8143732470,3567.8012431990,0.9947577470
2019-01-16,price,122.2455385050,3597.6473233300,0.9987084519
2019-01-17,price,121.9272666700,3620.9812811460,0.9950563018
2019-01-18,price,119.1707391690,3597.7932517700,0.9974268674
2019-01-19,price,122.9281757890,3674.5872708570,0.9959416463
2019-01-20,price,117.6078729010,3539.1675310410,0.9999417046
2019-01-21,price,115.8268643330,3531.0041828000,1.0001883760
2019-01-22,price,117.8171888070,3571.2669080930,0.9976439121
2019-01-23,price,116.4160196990,3555.7000025230,1.0008463440
2019-01-24,price,116.2454356740,3565.6420046170,1.0004815470
2019-01-25,price,115.1499060590,3564.8224171110,1.0012236160
2019-01-26,price,115.3371668710,3563.6145634190,1.0053296380
2019-01-27,price,112.5134892430,3553.1216811300,1.0062325600
2019-01-28,price,105.3523918980,3432.2156683010,1.0042580200
2019-01-29,price,104.5978462810,3413.3754832500,1.0043737580
2019-01-30,price,108.2730946700,3457.8826491760,1.0057970640
2019-01-31,price,106.3359958140,3431.9436378640,1.0075973320
2019-02-01,price,107.0095582720,3464.4901475620,1.0078405190
2019-02-02,price,108.7781769270,3486.5816162580,1.0068166980
2019-02-03,price,107.1999969720,3454.0258438250,1.0125554930
2019-02-04,price,107.6182453940,3464.0035088610,1.0137671910
2019-02-05,price,107.3170385330,3469.8946770790,1.0120534210
2019-02-06,price,104.6236262320,3405.8368612570,1.0122578290
2019-02-07,price,104.2653643920,3394.0146529590,1.0111559360
2019-02-08,price,119.3336046340,3664.2821026590,1.0142366470
2019-02-09,price,119.4895551730,3667.4082642900,1.0127902390
2019-02-10,price,124.8896347900,3675.6916291250,1.0077910900
2019-02-11,price,120.9702617470,3631.4445397300,1.0120616190
2019-02-12,price,122.5420889480,3633.9650467460,1.0116404320
2019-02-13,price,122.0941296570,3610.0622730630,1.0111885640
2019-02-14,price,120.5921739960,3589.6618296260,1.0088991470
2019-02-15,price,121.5722784760,3601.2291913970,1.0094877160
2019-02-16,price,122.9386083590,3622.5916530750,1.0094955610
2019-02-17,price,133.8814696170,3665.0755308010,1.0107082290
2019-02-18,price,145.3260267060,3886.5202004750,1.0052802390
2019-02-19,price,143.6552341760,3915.0099712770,1.0081488210
2019-02-20,price,148.8684346760,3976.8089065290,1.0089358670
2019-02-21,price,145.2958232440,3934.8135938950,1.0088499410
2019-02-22,price,148.0416503160,3973.6413227750,1.0087796200
2019-02-23,price,157.6755956020,4115.3379267880,1.0047640200
2019-02-24,price,134.3160286960,3742.8689467000,1.0036137260
2019-02-25,price,137.8218665260,3824.6835042170,1.0024126200
2019-02-26,price,135.9978378510,3809.2097746820,1.0039887310
2019-02-27,price,134.8498171340,3813.3778918810,1.0050664670
2019-02-28,price,135.4906837640,3815.6076075250,1.0053225310
2019-03-01,price,134.9547087740,3815.7539399230,1.0011630220
2019-03-02,price,132.4074265880,3819.6457305830,1.0034924430
2019-03-03,price,130.5403477410,3806.9542737980,1.0054812470
2019-03-04,price,125.6240824920,3712.8124572980,1.0043104840
2019-03-05,price,136.5502476890,3852.4616657850,1.0035714250
2019-03-06,price,137.3266515280,3860.5107623810,1.0046365980
2019-03-07,price,136.7861422840,3871.6372479660,1.0026664120
2019-03-08,price,133.5416931930,3861.8793073960,1.0052971680
2019-03-09,price,137.1960003040,3941.6008732720,1.0065659410
2019-03-10,price,135.6208021020,3923.5597888060,1.0066849310
2019-03-11,price,132.3875340440,3860.3592300290,1.0033263780
2019-03-12,price,133.2874256350,3876.4808527550,1.0054073230
2019-03-13,price,131.6683444530,3865.8177826630,1.0032169680
2019-03-14,price,132.1462379260,3876.6987080330,1.0060676620
2019-03-15,price,136.4478648130,3925.4605797050,1.0070004930
2019-03-16,price,141.0880441630,4007.7094638190,1.0050623930
2019-03-17,price,138.5506302820,3980.9901047320,1.0041302850
2019-03-18,price,137.6579489310,3986.7068940460,1.0052982470
2019-03-19,price,138.5225166550,4013.5769693450,1.0043449680
2019-03-20,price,139.0759731800,4045.5726335100,1.0029100790
2019-03-21,price,135.0560107270,3983.3177812970,1.0020428170
2019-03-22,price,136.0995360200,3989.1584912150,1.0030587910
2019-03-23,price,137.1980686640,4008.9453863150,1.0073916570
2019-03-24,price,136.0574830010,3993.3949004600,1.0054607500
2019-03-25,price,133.8175199790,3927.5772965210,1.0035883770
2019-03-26,price,134.0299043830,3938.6597431570,1.0056591010
2019-03-27,price,139.6366066440,4036.1609179210,1.0013701470
2019-03-28,price,137.8119885230,4028.3913011800,1.0042666390
2019-03-29,price,143.1464430980,4103.3228595140,1.0032179970
2019-03-30,price,142.2896526290,4103.8564213340,1.0024422320
2019-03-31,price,141.5863890450,4103.5217385490,1.0019158610
2019-04-01,price,141.5145552020,4146.3219277070,1.0028852150
2019-04-02,price,164.0505428960,4862.2304277670,0.9951288363
2019-04-03,price,160.4328383200,4955.8318240180,0.9963378970
2019-04-04,price,157.4122258080,4899.0215537830,0.9991977892
2019-04-05,price,165.1385234710,5014.9558268890,0.9974088946
2019-04-06,price,165.3251518650,5041.8690758880,0.9988979593
2019-04-07,price,174.0905229780,5176.9778836210,0.9985614281
2019-04-08,price,180.0119235530,5266.8947764730,0.9941309484
2019-04-09,price,175.2941224270,5172.1752647600,0.9940743092
2019-04-10,price,177.3253178090,5308.9056831640,0.9979991307
2019-04-11,price,165.0371068270,5047.7931624140,0.9959448116
2019-04-12,price,164.5719483720,5082.4651524230,0.9991093455
2019-04-13,price,163.9716003350,5072.9871913380,0.9990687432
2019-04-14,price,167.6180011790,5149.3144927980,0.9994719271
2019-04-15,price,160.5324907850,5039.8810174040,1.0023996070
2019-04-16,price,166.4845378680,5213.5983769620,0.9978406401
2019-04-17,price,166.3272646030,5218.9571503850,0.9988775505
2019-04-18,price,173.4136278110,5274.7670133370,0.9990590764
2019-04-19,price,173.2282621690,5280.3544443830,0.9979109375
2019-04-20,price,173.1662876710,5307.6891834370,0.9981427118
